first_name,last_name,full_name,prefix,source_doc_id,source_line
Alan,Nunnelee,Alan Nunnelee,Mr.,20001409,"{'Member': 'Nunnelee', 'Prefix': 'Mr.', 'FirstName': 'Alan', 'LastName': 'Nunnelee', 'DocID': '20001409', 'Owner': 'JT', 'Asset': 'Allied Funeral Holdings', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '07/18/2014', 'Notification Date': '07/18/2014', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Partial sale of stock'}"
Beto,O'Rourke,Beto O'Rourke,Mr.,20002063,"{'Member': ""O'Rourke"", 'Prefix': 'Mr.', 'FirstName': 'Beto', 'LastName': ""O'Rourke"", 'DocID': '20002063', 'Owner': 'SP', 'Asset': 'Williams Companies, Inc', 'Ticker': 'WMB', 'Transaction Type': 'P', 'Transaction Date': '10/15/2014', 'Notification Date': '11/10/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: CaMPR Partners Limited'}"
Nick,Rahall,Nick Rahall,Hon.,20002178,"{'Member': 'Rahall', 'Prefix': 'Hon.', 'FirstName': 'Nick J.', 'LastName': 'Rahall', 'DocID': '20002178', 'Owner': 'JT', 'Asset': 'Yum! Brands, Inc', 'Ticker': 'YUM', 'Transaction Type': 'S', 'Transaction Date': '11/4/2014', 'Notification Date': '11/4/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Peter,Roskam,Peter Roskam,Mr.,20000684,"{'Member': 'Roskam', 'Prefix': 'Mr.', 'FirstName': 'Peter J.', 'LastName': 'Roskam', 'DocID': '20000684', 'Owner': 'JT', 'Asset': 'ShoRT-TERM boND FUND oF', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '01/2/2014', 'Notification Date': '04/10/2014', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'SaLE'}"
Niki,Tsongas,Niki Tsongas,Ms.,20000815,"{'Member': 'Tsongas', 'Prefix': 'Ms.', 'FirstName': 'Niki', 'LastName': 'Tsongas', 'DocID': '20000815', 'Owner': 'JT', 'Asset': 'MassaCusETTs sT gO BDs', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '03/3/2014', 'Notification Date': '05/2/2014', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': ''}"
Brad,Wenstrup,Brad Wenstrup,Mr.,20001663,"{'Member': 'Wenstrup', 'Prefix': 'Mr.', 'FirstName': 'Brad R.', 'LastName': 'Wenstrup', 'DocID': '20001663', 'Owner': 'JT', 'Asset': 'lenox Wealth Management Inc', 'Ticker': 'lNXW', 'Transaction Type': 'S', 'Transaction Date': '09/9/2014', 'Notification Date': '09/10/2014', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': ''}"
Ed,Whitfield,Ed Whitfield,Hon.,20002179,"{'Member': 'Whitfield', 'Prefix': 'Hon.', 'FirstName': 'Ed', 'LastName': 'Whitfield', 'DocID': '20002179', 'Owner': 'SP', 'Asset': 'The Madison square garden Company -', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '11/3/2014', 'Notification Date': '11/3/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Robert,Aderholt,Robert Aderholt,Hon.,20022132,"{'Member': 'Aderholt', 'Prefix': 'Hon.', 'FirstName': 'Robert B.', 'LastName': 'Aderholt', 'DocID': '20022132', 'Owner': 'DC', 'Asset': 'Tesla, Inc', 'Ticker': 'TSLA', 'Transaction Type': 'S', 'Transaction Date': '12/05/2022', 'Notification Date': '12/05/2022', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
David,Kustoff,David Kustoff,Hon.,20020875,"{'Member': 'Kustoff', 'Prefix': 'Hon.', 'FirstName': 'David', 'LastName': 'Kustoff', 'DocID': '20020875', 'Owner': 'JT', 'Asset': 'AT&T Inc', 'Ticker': 'T', 'Transaction Type': 'E', 'Transaction Date': '04/11/2022', 'Notification Date': '04/11/2022', 'Amount': '$4,450.50', 'Filing Status': 'New', 'Description': 'AT&T was the parent company of Warner Media until it was spun off and merged into Discovery, Inc. The'}"
Teresa,Fernandez,Teresa Fernandez,Hon.,20011775,"{'Member': 'Leger Fernandez', 'Prefix': 'Hon.', 'FirstName': 'Teresa', 'LastName': 'Leger Fernandez', 'DocID': '20011775', 'Owner': 'JT', 'Asset': 'Golub Capital BDC, Inc', 'Ticker': 'GBDC', 'Transaction Type': 'S', 'Transaction Date': '01/20/2021', 'Notification Date': '02/06/2021', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': 'GDBDC Global Capital sold - amount stayed in retirement account'}"
Mary,Scanlon,Mary Scanlon,Hon.,20009266,"{'Member': 'Scanlon', 'Prefix': 'Hon.', 'FirstName': 'Mary Gay', 'LastName': 'Scanlon', 'DocID': '20009266', 'Owner': 'SP', 'Asset': 'Corteva, Inc', 'Ticker': 'CTVA', 'Transaction Type': 'S', 'Transaction Date': '02/12/2021', 'Notification Date': '03/01/2021', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual IRA # 2'}"
Brad,Sherman,Brad Sherman,Hon.,20022071,"{'Member': 'Sherman', 'Prefix': 'Hon.', 'FirstName': 'Brad', 'LastName': 'Sherman', 'DocID': '20022071', 'Owner': 'JT', 'Asset': 'Mount Diablo Hospital District Bond', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '11/28/2022', 'Notification Date': '11/28/2022', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'This asset was held in the Lane M. Sherman Trust. Filer is one of many beneficiaries of that Trust. Under the'}"
Steve,Womack,Steve Womack,Hon.,20022049,"{'Member': 'Womack', 'Prefix': 'Hon.', 'FirstName': 'Steve', 'LastName': 'Womack', 'DocID': '20022049', 'Owner': 'SP', 'Asset': 'Bentonville Ark School District', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '11/17/2022', 'Notification Date': '11/17/2022', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': ''}"
Brad,Ashford,Brad Ashford,Hon.,20006390,"{'Member': 'Ashford', 'Prefix': 'Hon.', 'FirstName': 'Brad', 'LastName': 'Ashford', 'DocID': '20006390', 'Owner': 'JT', 'Asset': 'DryShips Inc', 'Ticker': 'DRYS', 'Transaction Type': 'P', 'Transaction Date': '12/6/2016', 'Notification Date': '12/6/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Brad Ashford Retirement Account > Brad Ashford SEP IRA Retirement Account'}"
Jim,Costa,Jim Costa,Hon.,20005131,"{'Member': 'Costa', 'Prefix': 'Hon.', 'FirstName': 'Jim M.', 'LastName': 'Costa', 'DocID': '20005131', 'Owner': 'JT', 'Asset': 'Heartland Financial USA, Inc', 'Ticker': 'HTLF', 'Transaction Type': 'E', 'Transaction Date': '12/4/2015', 'Notification Date': '01/1/2016', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Heartland Financial USA (HTLF) exchanged from Premier Valley Bank (PVLY)'}"
Candice,Miller,Candice Miller,Hon.,20003690,"{'Member': 'Miller', 'Prefix': 'Hon.', 'FirstName': 'Candice S.', 'LastName': 'Miller', 'DocID': '20003690', 'Owner': 'JT', 'Asset': 'Lakeview Cemetary', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '08/25/2015', 'Notification Date': '08/25/2015', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'sale of inherited stock'}"
Jason,Chaffetz,Jason Chaffetz,Hon.,20003870,"{'Member': 'Chaffetz', 'Prefix': 'Hon.', 'FirstName': 'Jason', 'LastName': 'Chaffetz', 'DocID': '20003870', 'Owner': 'JT', 'Asset': 'Livestock', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '11/2/2014', 'Notification Date': '11/2/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Livestock'}"
Eliot,Engel,Eliot Engel,Hon.,20003905,"{'Member': 'Engel', 'Prefix': 'Hon.', 'FirstName': 'Eliot L.', 'LastName': 'Engel', 'DocID': '20003905', 'Owner': 'JT', 'Asset': '&J Reality group, LLC', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '01/16/2014', 'Notification Date': '01/16/2014', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Sale of ownership of real property.'}"
George,Holding,George Holding,Hon.,20003874,"{'Member': 'Holding', 'Prefix': 'Hon.', 'FirstName': 'George', 'LastName': 'Holding', 'DocID': '20003874', 'Owner': 'JT', 'Asset': 'First Citizens BancShares, Inc. - Class a', 'Ticker': 'FCNCa', 'Transaction Type': 'E', 'Transaction Date': '12/31/2014', 'Notification Date': '12/31/2014', 'Amount': '$500,001 - $1,000,000', 'Filing Status': 'New', 'Description': 'Shares of FCB SC stock exchanged for FCNCa stock due to merger.'}"
Mark,Sanford,Mark Sanford,Hon.,20004003,"{'Member': 'Sanford', 'Prefix': 'Hon.', 'FirstName': 'Mark', 'LastName': 'Sanford', 'DocID': '20004003', 'Owner': 'JT', 'Asset': 'Tree.com', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '12/16/2014', 'Notification Date': '12/19/2014', 'Amount': '$100,001 - $250,000', 'Filing Status': 'New', 'Description': 'Vested stock'}"
A.,Trott,A. Trott,David,20002788,"{'Member': 'Trott', 'Prefix': '', 'FirstName': 'David A.', 'LastName': 'Trott', 'DocID': '20002788', 'Owner': 'JT', 'Asset': 'PUT/XSP @202 EXP -', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '03/6/2015', 'Notification Date': '03/7/2015', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Not part of a compensation plan; Not held in an ESoP'}"
